 	ActiveWear								
Crus_HistMarker_Title_25	エルマ・トリオロの生家								
Crus_HistMarker_Title_26	アラトレス前方活動基地								
Crus_HistMarker_Title_27	ハーストン・ホットライン								
Crus_HistMarker_Title_28	チェリンズ・ピーク								
Crus_HistMarker_Title_29	デイマーズ・ラン								
Crus_HistMarker_Title_30	イェラズ・プレイン								
Crus_HistMarker_Title_31	エングラー展望台								
Crus_HistMarker_Title_32	チェリンのコスティガン皇帝								
Crus_HistMarker_Title_33	ボリソフの群れ								
Crus_HistMarker_Title_34	ソニー・シャム								
Crus_HistMarker_Title_35	ラバーズ・レッジ								
Crus_HistMarker_Title_36	フランクリン・フリップ								
Crus_HistMarker_Title_37	メイコー・ノーウッド・メモリアル								
Crus_HistMarker_Title_38	ルッキング・フォー・ロスト・トレジャー								
Crus_HistMarker_Title_39	スターマンの決別								
Crus_HistMarker_Title_40	ブルースの懸賞金								
Crus_HistMarker_Title_41	クアドラードの悲劇								
Crus_HistMarker_Title_42	豊かな収穫								
Crus_HistMarker_Title_43	シルバートン・キャンプ場								
Crus_HistMarker_Title_44	ゴーストロックス								
Crus_HistMarker_Title_45	スリム・チャンス・ラリー								
Crus_HistMarker_Title_46	クルセイダー・ランディング・テスト・サイト								
CrusaderSecurity_Allies	アドボカシー、クルセイダー・インダストリー								
CrusaderSecurity_RepUI_Area	スタントンII								
CrusaderSecurity_RepUI_Description	クルセイダー・インダストリーの一部門であるクルセイダー・セキュリティは、2865年にUEEからStanton IIを購入した後、オリソンとその周辺地域の一般的な警察業務を行うために設立された。クルセイダー・セキュリティは、合理的な保護部隊を維持することを好み、平和維持活動を強化するために警備請負業者に大きく依存している。クルセイダー・セキュリティは、Crusaderの従業員や訪問者が安全で快適に過ごせるよう、プロフェッショナルで礼儀正しい態度を維持するよう努めている。								
CrusaderSecurity_RepUI_Focus	ポリスフォース								
CrusaderSecurity_RepUI_Founded	2865								
CrusaderSecurity_RepUI_Headquarters	オリソン、クルセイダー、スタントンシステム								
CrusaderSecurity_RepUI_Leadership	サーシャ・ラスト、ディレクター								
CrusaderSecurity_RepUI_Name	クルセイダー・セキュリティ								
CrusaderSecurity_Rivals	ナインテイルズ								
Crusader_ReputationJournal_Agent_Demotion_BodyText	この通知は君のファイルを見直した結果君はもうセキュリティ・アソシエイトの資格を満たしていないと判断されジュニア・セキュリティ・アソシエイトに降格されたことを知らせるものだすべての関連する利益を失うことになる。改善された場合は、喜んで再評価させていただきます。								
Crusader_ReputationJournal_Agent_Demotion_Title	クルセイダー・セキュリティ Demotion - Junior Security Associate								
Crusader_ReputationJournal_Agent_Promotion_BodyText	おめでとうございます！\n\nクルセイダー・セキュリティへの継続的な貢献を認め、シニアセキュリティアソシエイトに昇進しました。\n\nこの特典として、完了した契約に対して10％の昇給があります。これは、Crusader Securityがあなたの仕事にどれだけ感謝しているかを示す方法です。\n\nこれはクルセイダー・セキュリティのやり方で、あなたの働きにどれだけ感謝しているかを示すものです。\n\n献身的な努力と熟練した技術を継続して発揮すれば、セキュリティパートナーの称号を得て、さらなる特典を得ることができます。\n\nCrusader Securityのスタッフ一同、皆さんのこれまでの功績を大変誇りに思うとともに、明るい未来を期待しています。								
Crusader_ReputationJournal_Agent_Promotion_Title	クルセイダー・セキュリティ昇格 - シニアセキュリティアソシエイト								
Crusader_ReputationJournal_Applicant_Promotion_BodyText	"おめでとうございます！\n\nあなたはCrusader SecurityのVerified Freelancerとして仕事を始めることが許可されました。\n\nあなたの資格レベルに合った契約は、あなたのmobiGlas契約マネージャを通して提供されます。新しい契約が利用可能になると、定期的にチェックすることをお勧めします。高い契約率を達成すれば、昇進のチャンスや給与アップなどの付加価値を得ることができます。\n\nクルセイダーとその周辺地域をより安全な場所にするために一緒に働くことを楽しみにしています。
"								
